"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:4Ke6Ac2MVPhfQH3xPTjVZ3","Photo ID (with Dominic Fike)","spotify:artist:0NB5HROxc8dDBXpkIi1v3d, spotify:artist:6USv9qhCn6zfxlBQIYJ9qs","Remi Wolf, Dominic Fike","spotify:album:56Ki7c665riONZYa5IIN4M","Photo ID (with Dominic Fike)","spotify:artist:0NB5HROxc8dDBXpkIi1v3d, spotify:artist:6USv9qhCn6zfxlBQIYJ9qs","Remi Wolf, Dominic Fike","2021-03-03","https://i.scdn.co/image/ab67616d0000b273d1e388681b58752fdf564597","1","1","207926","","false","37","USUG12100613","","2021-03-04T23:33:49Z"
"spotify:track:2HrXRO1Z8xOpirCjqfqoKr","Tell the Reaper I'm Sorry","spotify:artist:1GfHpetDFhvqfm5pceDTrX","Lil Revive","spotify:album:6ySR1wBVAMPQiKIAKwZi0X","Grim Peaks","spotify:artist:1GfHpetDFhvqfm5pceDTrX","Lil Revive","2019-07-07","https://i.scdn.co/image/ab67616d0000b273e3daafb743e7ecf76c8aa1c7","1","4","161261","https://p.scdn.co/mp3-preview/7080e76cf80b01b26e37c80b0f5402a26cfbcb1a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","QZFZ21924826","","2021-03-04T20:20:13Z"
"spotify:track:7pYfW5p0PfD0139GjP0q7I","Better Off Dead","spotify:artist:0z1jvgija15C3dCVd7tx6l","Anthony the Astronaut","spotify:album:1Qrj8RBZXE6SLsm262qbOL","DONT BLAME ME","spotify:artist:0z1jvgija15C3dCVd7tx6l","Anthony the Astronaut","2020-10-31","https://i.scdn.co/image/ab67616d0000b273cfaba12659fa9c790f603175","1","1","198922","https://p.scdn.co/mp3-preview/9f3817f4ff8aa29720842397d530147ced6e4a56?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZJG52050245","","2021-03-04T15:38:00Z"
"spotify:track:5dqw7MFp9IV9nb1ieFIoIi","Alone","spotify:artist:5ESTmhLb7NwtF2qKDv434t","Lucus","spotify:album:2F3PLkq5EKlj2XfYIPMjB9","Alone","spotify:artist:5ESTmhLb7NwtF2qKDv434t","Lucus","2020-05-22","https://i.scdn.co/image/ab67616d0000b273124c46acff69e82934aca246","1","1","122484","","true","0","QZJX91900014","","2021-03-04T07:05:02Z"
"spotify:track:12QGzyoz1Twe9EwaVxtOrH","Until","spotify:artist:4xdSwYhRW3XbJZ53L7NCRB","Steven Jame$","spotify:album:7u5rcKYsHzL465NphaC5Y5","Trbldby","spotify:artist:4xdSwYhRW3XbJZ53L7NCRB","Steven Jame$","2016","https://i.scdn.co/image/ab67616d0000b2730308b8ee5124baff20c0071c","1","16","214531","https://p.scdn.co/mp3-preview/e4583b7aed466c4d8c1c39918e4010dd5a051708?cid=9950ac751e34487dbbe027c4fd7f8e99","true","30","GB-SMU-28-44779","","2021-03-03T09:56:40Z"
"spotify:track:5JCuFlZTim43dM9YsH6Gww","I Waited on You, You Never Came","spotify:artist:3gat7IO3Dlae8AFZZrQX5b","yung van","spotify:album:3yB9FMGP6BYbRo6crRhgoY","I Waited on You, You Never Came","spotify:artist:3gat7IO3Dlae8AFZZrQX5b","yung van","2017-09-27","https://i.scdn.co/image/ab67616d0000b273561e450a2a2d2bb3e6aaf485","1","1","197564","https://p.scdn.co/mp3-preview/9935c5d2c1f91f9bebad2a57ede52caf02751078?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZ9JZ1785031","","2021-03-03T06:48:54Z"
"spotify:track:3OBbdz3PsdpR5WxEpT0Q4h","You Can't Control My Heart","spotify:artist:1AUZYkS7eLmZUnBjQyJmwf, spotify:artist:1wxPItEzr7U7rGSMPqZ25r","timmies, Shiloh Dynasty","spotify:album:21o3IH0lr1b5zlunNFQwRJ","Vivid Pictures","spotify:artist:1AUZYkS7eLmZUnBjQyJmwf","timmies","2018-03-13","https://i.scdn.co/image/ab67616d0000b273728458d0e7ee852c7688ebed","1","3","148642","https://p.scdn.co/mp3-preview/607c25290ad39ee225b39947e81a9d28bb893d84?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QM42K1806807","","2021-03-02T06:25:29Z"
"spotify:track:0Z5qnxxwxAZQjz3OraH8qN","Bother","spotify:artist:5F4cFdG9NvJMnHXJkmqw9g","Jomie","spotify:album:3pH2sizGRU2dSJqbXRTLxZ","Bother","spotify:artist:5F4cFdG9NvJMnHXJkmqw9g","Jomie","2019-04-16","https://i.scdn.co/image/ab67616d0000b273720b606cf9db8ca12472d1f0","1","1","159085","https://p.scdn.co/mp3-preview/9cf73f2d35879a3d48d495f7816a82a747e92ad8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","26","QZFYZ1949328","","2021-03-01T13:07:06Z"
"spotify:track:5ENmGBSrHJbiVbQa6Kv01b","No Mo","spotify:artist:5X4BIOflUcRXrZtuAQg9lx","Chase Murphy","spotify:album:4F8G1HAfNkDKm4jLGj6I9i","No Mo","spotify:artist:5X4BIOflUcRXrZtuAQg9lx","Chase Murphy","2018-04-24","https://i.scdn.co/image/ab67616d0000b2738b75cf7a2836b572abe9f81b","1","1","217573","https://p.scdn.co/mp3-preview/e3ac418b3b1fbc2af8882c326d780c9eba038096?cid=9950ac751e34487dbbe027c4fd7f8e99","true","32","QZCE61840786","","2021-03-01T12:52:10Z"
"spotify:track:1Q0Avb4dacpbzdHUxyUaNa","Love Letter III","spotify:artist:5WnlPOcTodnSWDtjnrjmzv","7ru7h","spotify:album:1W3SYraZxLyJjXKaEFUOHX","Oblivion","spotify:artist:5WnlPOcTodnSWDtjnrjmzv","7ru7h","2019-08-07","https://i.scdn.co/image/ab67616d0000b273f07fa326fc3c2ee229b2ac30","1","13","155838","https://p.scdn.co/mp3-preview/fc88f58b355b3bab6de602cbe4154e33b842afbb?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZFZ41928695","","2021-03-01T09:16:08Z"
"spotify:track:27E4psA6L8EPkArzqOwT0j","Stoner Thoughts","spotify:artist:6KFjNCl6rofxLDz5ZhwIkN","Billy Bueffer","spotify:album:64UWfnedDjoRvE84b28VlL","Stoner Thoughts","spotify:artist:6KFjNCl6rofxLDz5ZhwIkN","Billy Bueffer","2019-04-20","https://i.scdn.co/image/ab67616d0000b273dbf5e05348a50cb134f8841a","1","1","188813","https://p.scdn.co/mp3-preview/af18da9c540da80cec28f24807e88c963fa037d4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","42","GBSMU6449398","","2021-03-01T09:09:37Z"
"spotify:track:27GE3jMgh01MWFAuaA58O5","Pick Up","spotify:artist:52PnsZVCRNYeheopy4RZO9","Chase Bennett","spotify:album:2MJo58aS8Z6uYut4SjLLRD","Pick Up","spotify:artist:52PnsZVCRNYeheopy4RZO9","Chase Bennett","2019-10-12","https://i.scdn.co/image/ab67616d0000b273cd42f128dee1e51d103b9463","1","1","200620","https://p.scdn.co/mp3-preview/d2b164dacec40916c35deffda32db7c8356af3a0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","19","TCAEL1991447","","2021-02-28T08:44:06Z"
"spotify:track:4aLxovEhfYm3oq0INxti6U","he doesn't love her","spotify:artist:7lU8Gtn7moZmPqqu4oPkEh","Brevin Kim","spotify:album:6IVlAGPFIsxvAG4gSYpJlx","no less than three","spotify:artist:7lU8Gtn7moZmPqqu4oPkEh","Brevin Kim","2020-10-30","https://i.scdn.co/image/ab67616d0000b2730fb29973aeaed205898285b4","1","7","201600","https://p.scdn.co/mp3-preview/e9364c4aa805dbd2ebf7415d78f0d1ea474a7e07?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","USA2P2020682","","2021-02-28T08:43:20Z"
"spotify:track:29wMVXZAofxEiDrIK5kiCY","Lifted","spotify:artist:7ySZXevcgRfQ8OBL76GMSz","snoh amor","spotify:album:4hEuDsDJvhhLWRRwjvGN2y","Lifted","spotify:artist:7ySZXevcgRfQ8OBL76GMSz","snoh amor","2019-02-03","https://i.scdn.co/image/ab67616d0000b27345eb7b394dc9b01f6a3a8163","1","1","135653","https://p.scdn.co/mp3-preview/47a93108e4107a9b41a2b57943bfc283dac39a0a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","QM42K1973959","","2021-02-27T09:03:55Z"
"spotify:track:33woc9prNmeisVv0u33jli","TOO LONG","spotify:artist:7HOSE2to2Ad36PG9fTkFPO","Movie for the Gods","spotify:album:3ZPDMfLiFVyXg0j5PChowd","TOO LONG","spotify:artist:7HOSE2to2Ad36PG9fTkFPO","Movie for the Gods","2021-02-01","https://i.scdn.co/image/ab67616d0000b273a2788b1a576dfb3948f1f7a4","1","1","210928","https://p.scdn.co/mp3-preview/f640855fd4a9516fd36a081b107e8cf5618cc997?cid=9950ac751e34487dbbe027c4fd7f8e99","true","1","QZFYZ2158461","","2021-02-26T09:20:54Z"
"spotify:track:2ZakFcIxVwyADJ920XvmsE","not okay","spotify:artist:7FGjkq9WfrRmBFL64ST0p9","KillBunk","spotify:album:1NQkiiutp0H3dGI3sbwGZ8","not okay","spotify:artist:7FGjkq9WfrRmBFL64ST0p9","KillBunk","2021-02-14","https://i.scdn.co/image/ab67616d0000b273f43af3f8a900a4ae5310e292","1","1","229056","https://p.scdn.co/mp3-preview/8acba3ca7f758adcfe35fccfa94c0805e244902b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZFZ72134825","","2021-02-26T08:47:39Z"
"spotify:track:30AnNG3dFbHLQuSbIVWEbF","DITTO","spotify:artist:3hOdow4ZPmrby7Q1wfPLEy","Aries","spotify:album:41udGVovlmMv8eD3cQkJXu","DITTO","spotify:artist:3hOdow4ZPmrby7Q1wfPLEy","Aries","2021-02-26","https://i.scdn.co/image/ab67616d0000b2739e1b13e2849c0f457f8085f3","1","1","150322","https://p.scdn.co/mp3-preview/00b400c3dae5aa09ee66f75f24f31ff4078fd91d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","39","USQX92100230","","2021-02-25T23:34:07Z"
"spotify:track:4Gh9JSLAUWXGEuO6IdbEvM","Worst Mistakes","spotify:artist:2rWCIhENZyPVDAeFC0ESWN, spotify:artist:26JloX1vHxGGrGUVeMItFJ","Josh A, iamjakehill","spotify:album:0NS8YP4wdomQC3KtmYsWtW","Save Our Souls","spotify:artist:2rWCIhENZyPVDAeFC0ESWN, spotify:artist:26JloX1vHxGGrGUVeMItFJ","Josh A, iamjakehill","2019-06-15","https://i.scdn.co/image/ab67616d0000b273557e42aa2929017ed5537373","1","1","156265","https://p.scdn.co/mp3-preview/be5ce8fb024f016b8922613fced8eed074fc08be?cid=9950ac751e34487dbbe027c4fd7f8e99","true","47","QZFYX1984003","","2021-02-24T17:05:21Z"
"spotify:track:2CHuu85IjdomB4wPkDwoZp","Endless Nightmare","spotify:artist:2rWCIhENZyPVDAeFC0ESWN, spotify:artist:26JloX1vHxGGrGUVeMItFJ","Josh A, iamjakehill","spotify:album:5KjnOAe30O9VQAjb6SfrYt","Chaos","spotify:artist:2rWCIhENZyPVDAeFC0ESWN, spotify:artist:26JloX1vHxGGrGUVeMItFJ","Josh A, iamjakehill","2018-02-18","https://i.scdn.co/image/ab67616d0000b273a76458973ca39c449de1dbd1","1","11","151308","https://p.scdn.co/mp3-preview/7a0cb997b568649b4f4b2ab295c75118385e56ff?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","TCADL1877224","","2021-02-24T16:32:45Z"
"spotify:track:1GXuVOHHqIUKgfL9szuGTs","Stay","spotify:artist:26JloX1vHxGGrGUVeMItFJ","iamjakehill","spotify:album:4EfAKM8ayOMHNRLSsrU0El","Solace","spotify:artist:26JloX1vHxGGrGUVeMItFJ","iamjakehill","2018-04-15","https://i.scdn.co/image/ab67616d0000b2736d872ceff4553d7c41945687","1","5","185091","https://p.scdn.co/mp3-preview/1d702db5ef5747f5ee707313011acafcd4e476b9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QM4DW1881220","","2021-02-24T14:02:30Z"
"spotify:track:0dTb3DR8tWIjAprE6Y5vpv","Love Me","spotify:artist:0nYqn5H46JHtn3reTfo67I","Steven Moses","spotify:album:5vz3dl4ayQKcI5wERaiP8K","Love Me // Leave Me","spotify:artist:0nYqn5H46JHtn3reTfo67I","Steven Moses","2018-07-13","https://i.scdn.co/image/ab67616d0000b27332299e179992148abc87aa9c","1","1","197426","","true","39","USUM71808993","","2021-02-24T06:52:06Z"
"spotify:track:4rvB7ztrX4I8Ca9XTqIzD2","Broken Down","spotify:artist:5OyoCvyau6TiGqcCKnDBCR","Ollie","spotify:album:2InHmhnC1fd6VSOcB1yHmW","Maybe This Was Supposed To Happen","spotify:artist:5OyoCvyau6TiGqcCKnDBCR","Ollie","2020-04-17","https://i.scdn.co/image/ab67616d0000b2733c6f4012cdeab17adc997670","1","6","205170","https://p.scdn.co/mp3-preview/a6121d731fa6cd68795f54b2ce44c7d8f803837b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QMRSZ1902508","","2021-02-24T06:51:57Z"
"spotify:track:5km12wGgfCBZI1Mz6cFSr5","Kobe 24","spotify:artist:7M5fjeC1HgF6klKdzNywIj","JADY'S BIRTHDAY","spotify:album:5olAwT4aX0pAFBpI2qnJZ1","Kobe 24","spotify:artist:7M5fjeC1HgF6klKdzNywIj","JADY'S BIRTHDAY","2020-03-27","https://i.scdn.co/image/ab67616d0000b273356cdd9dda2930ece11db859","1","1","118069","https://p.scdn.co/mp3-preview/9c216c20d12c7917c3b710397b111a54561bb716?cid=9950ac751e34487dbbe027c4fd7f8e99","true","30","QZDA52002700","","2021-02-24T06:48:32Z"
"spotify:track:3vl2uH4D2QItFFhzz5L06g","LEAP!","spotify:artist:20WmX0l9JgOpehDOAXY6iO, spotify:artist:2FIGTfXnX4gR3ypjQVPVlJ","Souly Had, Lonr.","spotify:album:0nGVOy5b5uhlYFHf7nlbeB","LEAP!","spotify:artist:20WmX0l9JgOpehDOAXY6iO, spotify:artist:2FIGTfXnX4gR3ypjQVPVlJ","Souly Had, Lonr.","2020-10-02","https://i.scdn.co/image/ab67616d0000b2739d6b6104d1d1316eb9448573","1","1","205384","","false","30","USUM72018932","","2021-02-23T17:41:52Z"
"spotify:track:1zkd1MmJtXzuDJiqZlExVm","Lil Bit","spotify:artist:5BfDINDM09lRl3B8WfLFiz","No-uh","spotify:album:0Y9wPbQPoFkcbsbwxDPYJR","Lil Bit","spotify:artist:5BfDINDM09lRl3B8WfLFiz","No-uh","2019-06-29","https://i.scdn.co/image/ab67616d0000b27321ca58a5e42becdf2557649d","1","1","172617","https://p.scdn.co/mp3-preview/b81e0255f447689dfd59daa05774442d65062179?cid=9950ac751e34487dbbe027c4fd7f8e99","true","42","QZFYZ1962562","","2021-02-23T16:26:48Z"
"spotify:track:47CizbAoT45F5Z6pwc4xVv","Closure","spotify:artist:5BfDINDM09lRl3B8WfLFiz","No-uh","spotify:album:4JcVV6ECMT05qOMPgO7yz6","Closure","spotify:artist:5BfDINDM09lRl3B8WfLFiz","No-uh","2018-08-05","https://i.scdn.co/image/ab67616d0000b273b1386ac452d7a95b60ad819e","1","1","181185","https://p.scdn.co/mp3-preview/691e8e1658604e6b74a254995f76cc72bac21312?cid=9950ac751e34487dbbe027c4fd7f8e99","true","32","QZDA71884939","","2021-02-22T14:27:58Z"
"spotify:track:7flZC8hp124qQ5JFAThRRA","On Top Freestyle","spotify:artist:4GOxZH5EE1JMHO0z8QiW4t, spotify:artist:6UwDvCLrM8X7XqyapqnSyJ, spotify:artist:1wxPItEzr7U7rGSMPqZ25r, spotify:artist:2D2s0AupqQhQ6DSLCCO5XU","Dibyo, LofiCentral, Shiloh Dynasty, Yass","spotify:album:1oIsGP9u2nSqbKFMZ4k6Pt","On Top","spotify:artist:4GOxZH5EE1JMHO0z8QiW4t, spotify:artist:1wxPItEzr7U7rGSMPqZ25r, spotify:artist:6UwDvCLrM8X7XqyapqnSyJ","Dibyo, Shiloh Dynasty, LofiCentral","2019-12-20","https://i.scdn.co/image/ab67616d0000b273285a68a305d233d96cc2b63f","1","1","129283","https://p.scdn.co/mp3-preview/b519b5d7fdf013c2d06de1ef1e465619b04e55d8?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZJL41900030","","2021-02-22T06:40:31Z"
"spotify:track:2E2SsinHne6xP1BGgKNQDi","A Week Ago","spotify:artist:207WozQ2u38q4rRu9quqMU","Marcellus Juvann","spotify:album:1ZPH0qGh473RJ3TWBVKhsX","Carpe Noctem","spotify:artist:207WozQ2u38q4rRu9quqMU","Marcellus Juvann","2018-10-03","https://i.scdn.co/image/ab67616d0000b273ff7ec1e29e2a87f8f12db86b","1","1","326373","https://p.scdn.co/mp3-preview/fdc9c3e5ae2d84701270a938ebab8eb5498daf29?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","SEYOK1767999","","2021-02-21T14:19:15Z"
"spotify:track:491c4G5XxA8I80zNvR1rLR","Downhill","spotify:artist:5uLkZ7FWMTBUg1corQqdkR","Lund","spotify:album:78WDX9N8DBqWvJzz6UwYyp","Downhill","spotify:artist:5uLkZ7FWMTBUg1corQqdkR","Lund","2020-10-16","https://i.scdn.co/image/ab67616d0000b273da2797d1f2191f03effcd0d8","1","1","176013","","true","50","USUG12003852","","2021-02-21T13:03:03Z"
"spotify:track:0J84S7kKSIvtdARzyWPAPj","i'm a ghost but it hurts","spotify:artist:1ScHz7wPPxVTEKsc9g3Z0c, spotify:artist:27sdgIaFiz55vkR68fBiy8","Rxseboy, Alek Olsen","spotify:album:3kqYu97A7tRrQONoonJXWq","i'm a ghost but it hurts","spotify:artist:1ScHz7wPPxVTEKsc9g3Z0c, spotify:artist:27sdgIaFiz55vkR68fBiy8","Rxseboy, Alek Olsen","2020-01-24","https://i.scdn.co/image/ab67616d0000b27390c066785f2bfb6d50a44471","1","1","141437","https://p.scdn.co/mp3-preview/490e135b3d4975ba28e614e8798765131da365e4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","QM8DG2046791","","2021-02-21T11:17:37Z"
"spotify:track:5AaR45BsM9MgjiTwpzR39p","StarHopping","spotify:artist:4q2xTSOxGFEEAyB2WsFeyc","Rad","spotify:album:7a2KIhORh5e6029fx14qhH","StarHopping","spotify:artist:4q2xTSOxGFEEAyB2WsFeyc","Rad","2019-07-03","https://i.scdn.co/image/ab67616d0000b2730f1fc7bd3d06077a7c7f9fb5","1","1","207153","https://p.scdn.co/mp3-preview/d084adf724b422834ba7eb23ca46c2713b71a95d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZFYZ1962852","","2021-02-21T01:13:43Z"
"spotify:track:3Vd8V6S0RniTsJlMkTZIqD","4real","spotify:artist:4mwdnO2jZrMmMVrjcHsZBv","Kenny Mason","spotify:album:3VmkoeGdvTVpf0bFpgxkoO","4real","spotify:artist:4mwdnO2jZrMmMVrjcHsZBv","Kenny Mason","2017-11-08","https://i.scdn.co/image/ab67616d0000b2730e533595d186c3f6fb3fc84b","1","1","225123","https://p.scdn.co/mp3-preview/6fc6a96358035f9790c1c865492007a5bccfa62a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","QZ4JJ1937928","","2021-02-20T13:48:53Z"
"spotify:track:5MQvYK3FkJBuaYX2jzCwkD","I Miss You","spotify:artist:3bDsGKWVVP8NdrqpiB0rEp, spotify:artist:1wxPItEzr7U7rGSMPqZ25r","SHRK, Shiloh Dynasty","spotify:album:2zBJTmjKKaZ3WAClNyODbU","Lost in Love","spotify:artist:3bDsGKWVVP8NdrqpiB0rEp, spotify:artist:1wxPItEzr7U7rGSMPqZ25r","SHRK, Shiloh Dynasty","2018-05-30","https://i.scdn.co/image/ab67616d0000b2731a700b8d25cad9126b19d748","1","5","130615","https://p.scdn.co/mp3-preview/ec67ad915182dd364995edd0a1a4e3521244f8da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZ22B1955508","","2021-02-20T12:27:56Z"
"spotify:track:5tJ0q8DF97x8E7H5iYpQN8","IPAs","spotify:artist:3F0k8llOe3j1qhSEA6yeoe","30","spotify:album:2MbrcqK5tjCbfJS21g0Sm7","IPAs","spotify:artist:3F0k8llOe3j1qhSEA6yeoe","30","2020-07-03","https://i.scdn.co/image/ab67616d0000b27320f06e3bee5c0431911a3eef","1","1","158823","https://p.scdn.co/mp3-preview/cae56b9dfdec8d2e2ef4364398d9ac4284bff546?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","ushm22044050","","2021-02-20T07:43:40Z"
"spotify:track:6efkcs2aUBMFKxl0cl2JWQ","Wild Irish Roses","spotify:artist:1ybINI1qPiFbwDXamRtwxD","Smino","spotify:album:3bTjPEgPzm1XwXsNlMVHhs","blkswn","spotify:artist:1ybINI1qPiFbwDXamRtwxD","Smino","2017-03-14","https://i.scdn.co/image/ab67616d0000b2738be32b380765207f19d56435","1","1","169319","","true","60","USUG11700151","","2021-02-20T07:42:03Z"
"spotify:track:6gsh4L9HyWbzzYnnRRXfEE","4letterword","spotify:artist:0gqcx73XJbrIif5poxdHqt","OCTAVIO the Dweeb","spotify:album:62yPcF97Mez3HTlJFDGdl1","4letterword","spotify:artist:0gqcx73XJbrIif5poxdHqt","OCTAVIO the Dweeb","2018-09-14","https://i.scdn.co/image/ab67616d0000b273775f0a6ccf3a98198435b451","1","1","200805","https://p.scdn.co/mp3-preview/a06ad47b962711f9da26a096155f718aa8af809a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBKPL1819738","","2021-02-20T07:31:18Z"
"spotify:track:0G0ySg51Y6aPYm9zLD2ekS","sweetheart","spotify:artist:484bfoveqgHfx2VhNY4zzT","lentra","spotify:album:0SulB9hSd3FDe1LCZWTsHC","sweetheart","spotify:artist:484bfoveqgHfx2VhNY4zzT","lentra","2019-10-07","https://i.scdn.co/image/ab67616d0000b2736a8e35b06a985401d9eaa69d","1","1","155897","https://p.scdn.co/mp3-preview/c76be868bdfd1cc954384a15fd610c17b979728c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","QM24S1925445","","2021-02-19T13:56:28Z"
"spotify:track:2VzCvDK5nXYOACGcarY4ic","Say What's Up","spotify:artist:1IqR4Jl2NcGocqHV1D9ijD, spotify:artist:2c8tj5LG6GLDiGWocu9d78","Arm$, DONOTELLO","spotify:album:5B19O1XSmYgaqpHHoeQaPm","Say What's Up","spotify:artist:1IqR4Jl2NcGocqHV1D9ijD","Arm$","2021-01-28","https://i.scdn.co/image/ab67616d0000b27362365acec1abc08e516cf604","1","1","125142","https://p.scdn.co/mp3-preview/c9b7f12feb66e02aa37142b1dd07c3552bba2ade?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZFZ32191158","","2021-02-19T06:54:24Z"
"spotify:track:4u3NJjAYo9QV2f9hSRAqpq","Famous","spotify:artist:2vxh38hZKAV0DlSpnv7cqT","Lxst","spotify:album:03TLEhMuwESZC282Or2PAh","Famous","spotify:artist:2vxh38hZKAV0DlSpnv7cqT","Lxst","2021-02-19","https://i.scdn.co/image/ab67616d0000b273252e852eca50499913ce1835","1","1","133953","https://p.scdn.co/mp3-preview/244cf6bb3ccfe64454a3af3ae49260aeeb810654?cid=9950ac751e34487dbbe027c4fd7f8e99","true","12","FR10S2185611","","2021-02-19T06:40:19Z"
"spotify:track:1nPd60em5Qwp0NPykFz5Xj","Happy Endings (feat. iann dior and UPSAHL)","spotify:artist:6xBZgSMsnKVmaAxzWEwMSD, spotify:artist:6ASri4ePR7RlsvIQgWPJpS, spotify:artist:1294QqYm1VuxxjRiL9M0h9","Mike Shinoda, iann dior, UPSAHL","spotify:album:60w0qccefb5HaAgxOVjc3Q","Happy Endings (feat. iann dior and UPSAHL)","spotify:artist:6xBZgSMsnKVmaAxzWEwMSD, spotify:artist:6ASri4ePR7RlsvIQgWPJpS, spotify:artist:1294QqYm1VuxxjRiL9M0h9","Mike Shinoda, iann dior, UPSAHL","2021-02-19","https://i.scdn.co/image/ab67616d0000b273853d3dc177ffe4ec6b815f80","1","1","212513","https://p.scdn.co/mp3-preview/4d9c60c85ddab2db79ddbdb5da4b431d7a862541?cid=9950ac751e34487dbbe027c4fd7f8e99","true","49","USWB12100319","","2021-02-19T06:40:15Z"
"spotify:track:21dEmra5kv0n1uPkPaazVg","Somebody Else","spotify:artist:4XWaILHqySwH1y6LhlYcsb, spotify:artist:13iQ9ZfyvF0fJPpT9uVzfi","ilyTOMMY, Fatboibari","spotify:album:2whkej3yqzfO2EyIG2iUvd","Somebody Else","spotify:artist:4XWaILHqySwH1y6LhlYcsb","ilyTOMMY","2018-12-24","https://i.scdn.co/image/ab67616d0000b273847687ccc16587aa8cdc40f5","1","1","161776","https://p.scdn.co/mp3-preview/9b3684efdf979c353a6a7a20c3f09d36ffdb3f1f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","TCAEA1827894","","2021-02-18T15:47:58Z"
"spotify:track:4ArZJSF6KW4wyaXqrGfdXB","i can be your home","spotify:artist:5fj4oi7qHDoklvnnYmSBl0","sadeyes","spotify:album:2TxiqmbAoKkCDhwnGTrJKr","i can be your home","spotify:artist:5fj4oi7qHDoklvnnYmSBl0","sadeyes","2020-02-24","https://i.scdn.co/image/ab67616d0000b27366a61ceb11c5f4781f82ef53","1","1","121478","https://p.scdn.co/mp3-preview/fa2c03bf7d8dbae1031c73dd6e9b84588effa14e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","26","QM42K2097403","","2021-02-18T15:37:28Z"
"spotify:track:2xYwPeJB5Zwzrldf00PtRq","Don't Text Me","spotify:artist:7Lcln0AXqNHMahrca8KVpy","Roderick Porter","spotify:album:7jTqwcJ0jwmU2YOxMDt5mi","Demons","spotify:artist:7Lcln0AXqNHMahrca8KVpy","Roderick Porter","2019-06-28","https://i.scdn.co/image/ab67616d0000b273baf3247f326cf0f7dbce958a","1","2","157700","","true","0","QZFYY1936591","","2021-02-18T13:43:40Z"
"spotify:track:1aTfZuq0C0ItGcakurYj4I","Feelings","spotify:artist:1BNwD0GcTCdzY2pWmg2M1p, spotify:artist:2rwALQ1SXdfUWPUd6WOfYS","O.E., Aaron May","spotify:album:7zSb9u5VGDYTGtigHJVxCn","Wait for Me","spotify:artist:1BNwD0GcTCdzY2pWmg2M1p","O.E.","2019-01-09","https://i.scdn.co/image/ab67616d0000b2737678bab2ce07cf7652a0dab5","1","6","175490","https://p.scdn.co/mp3-preview/1bd9e4bf314ba9a29022933c0ed0baac06bf2b8d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","37","TCAEA1992126","","2021-02-18T09:20:04Z"
"spotify:track:54eo0qwArbTtQhHDSWzgRS","Misconception","spotify:artist:0Y1jPi8CQWV56rdS9FQonN, spotify:artist:0inkJpjAKDnQOv2VHBCU0Z","Indii G., SadBoyProlific","spotify:album:4OGh7R26VHHVINZ6BsjZKZ","Misconception","spotify:artist:0Y1jPi8CQWV56rdS9FQonN","Indii G.","2020-12-15","https://i.scdn.co/image/ab67616d0000b273f8bd9fd0948fba2e759443af","1","1","151956","https://p.scdn.co/mp3-preview/898279c74332a835e56a7bb33e17d61fd81c72e6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","29","USEP42060003","","2021-02-18T06:56:51Z"
